person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Alice Aanei,aliceaanei,aliceaanei@141.ro,8591117160243,1969-06-29,"Drumul Tomescu Nr. 964, Simleu Silvaniei, 763764",0244 885 933,f6:4c:21:c5:5e:a6,61.86.27.205,RO16CKGL3405945809772696,2025-04-08 17:27:35,27350,703,302,646727,5d5b820b-65d9-4d66-9839-18cf1ce6b5fb
Otilia Stancu,otiliastancu,otiliastancu@email.ro,1330206346804,1932-01-14,"Aleea Niță, Ianca, 653234",0732 331 472,4e:52:a5:b6:9e:58,35.135.70.31,RO29VDXX0202748269350075,2025-04-08 17:27:35,32293,457,25,43229,f27d0d72-1324-46b2-961d-0b8ad06ceeff
Giorgian Preda,giorgianpreda,giorgianpreda@gmail.com,5370813125648,1943-04-21,"Bulevardul Dochioiu Nr. 432, Nadlac, 278309",0764 555 806,d6:92:84:1c:f4:7d,82.226.224.49,RO53JKOH6206114440600009,2025-04-08 17:27:35,34724,688,86,465130,c46f7692-6e29-49ad-aef5-d41374ebff4f
Letiția Tudor,letițiatudor,letițiatudor@acasa.ro,8260309204770,2014-11-24,"Soseaua Nemeș Nr. 47, Viseu de Sus, 480559",0741 920 255,56:00:8b:5c:0a:be,194.159.206.213,RO82MVDP5421283281283712,2025-04-08 17:27:35,17516,417,234,1345226,c11fd095-c359-4e25-9a16-67bae429c581
Elisabeta Ababei,elisabetaababei,elisabetaababei@email.ro,1430104149471,2006-12-30,"Drumul Mazilescu Nr. 36 Bl. 12  Sc. 62 Ap. 194, Campulung Moldovenesc, 680837",0735 311 853,ae:ab:9b:6d:57:6c,215.62.26.176,RO52LBXC7287001613607441,2025-04-08 17:27:35,32277,466,492,1010591,6e11d4f4-ee00-44a0-a1a2-4a91650d0c11
Antonia Toma,antoniatoma,antoniatoma@email.ro,2140821194046,1950-10-13,"Bulevardul Anda Ardelean, Bailesti, 538458",0247 495 746,b2:7c:8f:a8:8f:f8,167.141.31.230,RO58BGPS0282059006163983,2025-04-08 17:27:35,24289,62,246,1026168,540c9a97-2cc4-4ab1-af47-30bac0eb3600
Benone Gheorghiu,benonegheorghiu,benonegheorghiu@email.ro,5910820519951,1940-03-13,"Drumul Mazilescu Nr. 66, Poiana Mare, 954014",0756 994 745,94:73:f3:4a:ed:44,76.32.108.142,RO22WCJV9877803505413982,2025-04-08 17:27:35,20460,387,179,1474494,92a9349a-98d3-44da-bc51-1b12ecae5fe6
Margareta Voinea,margaretavoinea,margaretavoinea@post.ro,5231028093281,1915-01-07,"Bulevardul Nistor Nr. 890, Marginea, 868105",0240 707 067,92:b0:cf:b3:60:ea,156.54.195.193,RO15TQES5011547361191086,2025-04-08 17:27:35,4375,827,250,1021500,39ce95fc-52c0-477e-9e96-a73d13ed0b75
Bucur Stănescu,bucurstănescu,bucurstănescu@141.ro,5311110511893,2014-09-15,"Bulevardul Sava Manole Nr. 904, Vlahita, 551715",0727 245 298,9a:6f:d8:f6:ae:e5,69.118.97.43,RO63XRRC8229106192756544,2025-04-08 17:27:35,307,650,635,695365,83463a40-07f7-477a-9f50-7bb516ba54fd
Octavian Stănescu,octavianstănescu,octavianstănescu@email.ro,8070616339067,2007-04-18,"Intrarea Dumitrescu, Carei, 728836",0743 732 736,1a:a2:85:42:70:9b,8.109.25.230,RO72HZSI1905093109283682,2025-04-08 17:27:35,19727,961,767,839673,4ceb9bc7-e83b-48bf-8aaf-4bbe6ee787b3
Voicu Pop,voicupop,voicupop@zzup.ro,3410621071809,1942-01-17,"Intrarea Nicuță Aanei Nr. 92 Bl. 38  Sc. 39 Ap. 476, Domnesti, 829804",0261 206 318,32:a9:d8:b0:4a:49,163.15.91.61,RO78SWVJ9408389179514945,2025-04-08 17:27:35,8371,735,41,56233,07016bb5-be79-4ba7-ac55-461e6009a935
Francesca Ababei,francescaababei,francescaababei@gmail.com,6750125356495,1970-12-26,"Bulevardul Oprea Nr. 537 Bl. 66  Sc. 12 Ap. 191, Sandominic, 330163",0784 891 209,94:3e:e0:88:d4:56,153.133.103.47,RO81ZWYB8509336938448375,2025-04-08 17:27:35,5622,471,563,1429545,7946ac93-d1ea-473d-8c61-1bad1762fa5b
Floriana Pop,florianapop,florianapop@kappa.ro,2100115022642,2022-04-28,"Drumul Patricia Oprea Nr. 25 Bl. 67  Sc. 94 Ap. 421, Ploiesti, 536953",0742 777 054,d6:6b:e2:52:64:b1,201.127.206.98,RO46ROIQ3876650297841630,2025-04-08 17:27:35,29957,87,775,439746,82346b5c-e758-4afa-bd4a-f7ba8f830284
Ecaterina Dobre,ecaterinadobre,ecaterinadobre@zzup.ro,4840806065191,1939-07-07,"Strada Nemeș Nr. 935 Bl. 32  Sc. 63 Ap. 433, Bolintin-Vale, 566410",0756 117 312,dc:cd:5e:25:7d:33,196.148.185.121,RO53WSWO0675469567489823,2025-04-08 17:27:35,30474,709,684,1521096,cc797e4e-463d-4805-b3dd-21feec13e021
Vincențiu Georgescu,vincențiugeorgescu,vincențiugeorgescu@kappa.ro,1200421164789,1986-01-28,"Bulevardul Casiana Mocanu Nr. 58 Bl. 23  Sc. 55 Ap. 130, Campia Turzii, 113668",0729 240 679,e8:5b:1f:18:2e:6b,121.60.180.139,RO42MBEG5173676171510790,2025-04-08 17:27:35,6853,979,740,484372,353d8b77-5d6b-458c-b3e3-9f068cea6436
Cerasela Dima,ceraseladima,ceraseladima@acasa.ro,3251017437323,1922-06-17,"Soseaua Petrică Florea, Cajvana, 455717",0760 544 400,34:89:e1:f4:da:9c,157.79.92.185,RO23WVAL8295662244833381,2025-04-08 17:27:35,19588,488,316,1927747,3af26caf-0c52-40c2-8388-9f7126c890f8
Avram Tomescu,avramtomescu,avramtomescu@kappa.ro,4211216403678,1983-08-15,"Strada Stancu, Pogoanele, 357748",0756 780 166,1c:ef:da:00:d3:a5,138.89.219.163,RO98BYMQ7142384675773419,2025-04-08 17:27:35,1943,204,729,1072873,0d99cb72-d58f-436c-b8c9-c27e29ef4836
Fabian Dumitrescu,fabiandumitrescu,fabiandumitrescu@gmail.com,5540426040523,1953-07-21,"Bulevardul Vicențiu Ionescu Nr. 655 Bl. 88  Sc. 53 Ap. 744, Valea Mare (Negresti), 315272",0239 234 443,94:4d:96:7d:f8:b2,68.127.157.137,RO95HKLD0212956416642618,2025-04-08 17:27:35,34202,407,414,1506275,92b96eaa-7dd8-4654-be3f-d9b51bfc9c1b
Titus Albu,titusalbu,titusalbu@141.ro,1940713324437,1919-01-17,"Drumul Cătălina Ardelean, Dragasani, 570760",0239 690 602,78:e2:05:fb:44:d6,141.170.77.144,RO59TRSQ2302133697959374,2025-04-08 17:27:35,28878,832,51,1502098,5162016b-7882-48c5-a45f-e7c9eb3bffbd
Mircea Nistor,mirceanistor,mirceanistor@kappa.ro,3311203294722,1931-06-08,"Strada Titus Preda, Techirghiol, 212763",0239 904 864,32:02:c7:ba:4a:01,27.136.119.118,RO45DMWX4815103415052617,2025-04-08 17:27:35,5145,503,600,1157815,5cd9b80e-138b-4835-b577-4aa394b083c1
Mihail Niță,mihailniță,mihailniță@acasa.ro,7051008426692,1985-01-24,"Aleea Stoica Nr. 622, Navodari, 970512",0262 812 065,5c:2f:20:d0:17:c5,33.106.198.61,RO56SFCZ8283645771172386,2025-04-08 17:27:35,30853,709,564,532469,ee91942f-3acf-4128-b8a8-36a9ca4df281
Dorinel Tabacu,dorineltabacu,dorineltabacu@post.ro,4120803028613,1931-02-15,"Intrarea Nemeș Nr. 38, Techirghiol, 271941",0233 966 525,76:15:0c:0d:ce:54,208.222.237.93,RO73LYGT5966875829008949,2025-04-08 17:27:35,28315,288,800,1703865,544d2a28-125c-421c-ac73-228d316b0d1e
Jasmina Georgescu,jasminageorgescu,jasminageorgescu@email.ro,3480712373556,2024-03-20,"Intrarea Diaconu Nr. 317 Bl. 95  Sc. 55 Ap. 290, Craiova, 496004",0767 104 297,ea:95:53:99:e0:14,86.253.56.116,RO56TXKW3344466113567908,2025-04-08 17:27:35,23567,358,744,1501381,4f60542d-7ca4-4124-9321-192fe3c818fc
Martin Ababei,martinababei,martinababei@post.ro,2570324266781,2015-12-05,"Aleea Nemeș Nr. 316, Pogoanele, 349537",0762 561 583,26:0e:63:0f:9a:c9,80.147.50.110,RO75NBXV9142526312786178,2025-04-08 17:27:35,20355,851,728,1847644,6e4c1d8b-0c7e-43e5-974b-ea0df56cbb39
Angela Nistor,angelanistor,angelanistor@141.ro,6441112253313,2018-11-28,"Intrarea Mihaela Ionescu Nr. 711, Tudora, 840671",0249 963 102,12:2c:f1:20:8a:fa,75.10.132.218,RO62PYMO4479426891707768,2025-04-08 17:27:35,18394,653,316,599181,72ed6efc-5d39-4b75-80f5-973b26a7eff5
Vlaicu Dobre,vlaicudobre,vlaicudobre@post.ro,5451023010021,1955-08-04,"Intrarea Marin Nr. 78, Huedin, 144929",0264 563 182,6c:5e:4e:9d:8e:35,121.50.19.45,RO83TQET1054570992826701,2025-04-08 17:27:35,29714,197,348,166716,6d24757f-ccf3-42c1-a782-41929890098e
Zamfir Nistor,zamfirnistor,zamfirnistor@gmail.com,8281115248781,2021-03-04,"Bulevardul Robert Stancu Nr. 609, Constanta, 194255",0756 994 784,02:dc:e8:5c:90:2d,61.69.254.213,RO07VMXC4761720871109222,2025-04-08 17:27:35,34252,920,199,1438067,c86a13b9-4845-48fc-b874-f5a46dcb705f
Teodor Tomescu,teodortomescu,teodortomescu@email.ro,6870818463716,1977-12-27,"Strada Tabacu, Falticeni, 353059",0767 938 557,56:9a:12:ac:16:f3,146.117.101.247,RO39SVJK8164320141545050,2025-04-08 17:27:35,33159,735,618,752532,4ba08688-0abe-442d-8ec8-0d4c250feef3
Marius Aanei,mariusaanei,mariusaanei@post.ro,2460122309131,2011-09-25,"Strada Arsenie Diaconu, Mogosoaia, 161909",0761 032 812,a6:c8:6e:0f:b3:2a,196.152.61.96,RO78CZZP6817345452428456,2025-04-08 17:27:35,33896,186,216,907619,4a6c02fd-7102-43ec-aff1-ad0751bc32a4
Octavia Gheorghiu,octaviagheorghiu,octaviagheorghiu@gmail.com,3320502373953,2017-04-19,"Aleea Nistor Nr. 656, Hateg, 888792",0257 262 295,ce:78:50:09:23:44,92.4.209.49,RO05XGAI2686064000303669,2025-04-08 17:27:35,30816,762,323,1199054,6e3f32a9-3114-494f-805d-02e74187bbe6
Angel Stancu,angelstancu,angelstancu@post.ro,1880817433606,1966-07-28,"Strada Pop Nr. 347, Huedin, 864888",0724 349 576,6a:a7:5e:ce:a9:ec,103.142.40.196,RO31TUPO9470081310175330,2025-04-08 17:27:35,6932,591,132,741211,e12eeb13-f1ab-432b-a639-c2d64780f7ad
Anda Georgescu,andageorgescu,andageorgescu@zzup.ro,7070725382989,1962-07-16,"Strada Tabacu, Borsa, 198453",0745 130 148,3e:4c:67:66:c1:9b,73.112.35.162,RO22KELV0519978809421209,2025-04-08 17:27:35,1475,681,96,1379089,67873dc2-9489-4ca1-88a7-3223cf9d2991
Otilia Dinu,otiliadinu,otiliadinu@141.ro,4250410195879,1958-08-30,"Intrarea Barbu Nr. 202, Seini, 907807",0726 403 973,78:d3:28:61:02:47,11.192.231.36,RO42KMZA4525316155346808,2025-04-08 17:27:35,30784,962,112,1076923,51cbf97a-2aef-4784-9e51-648fc3c2f735
Paul Diaconescu,pauldiaconescu,pauldiaconescu@kappa.ro,2540914205171,1929-07-01,"Bulevardul Preda Nr. 17 Bl. 41  Sc. 14 Ap. 423, Agnita, 484689",0749 355 762,e8:bc:82:09:24:03,154.124.129.32,RO21TRFX5413145751831301,2025-04-08 17:27:35,12452,376,125,1955029,80e033c8-81e2-4029-976d-8c801e9f1e8f
Lică Dinu,licădinu,licădinu@email.ro,3371106343829,2016-08-06,"Soseaua Stănescu, Adjud, 564338",0772 423 269,1c:0d:79:c8:92:c9,186.137.87.78,RO34TCAZ4504534735945552,2025-04-08 17:27:35,20180,938,273,1800910,11f4ee98-cdfa-4532-a19a-b7e1e8f4bf6f
Filofteia Mocanu,filofteiamocanu,filofteiamocanu@acasa.ro,1060514091564,1942-09-18,"Drumul Pușcașu Nr. 13 Bl. 48  Sc. 57 Ap. 888, Craiova, 357590",0769 492 384,da:b2:7f:0d:69:8b,115.30.206.16,RO03XWDR0438128840797335,2025-04-08 17:27:35,5676,263,257,1931007,53df2ed8-76e8-4934-91a7-0afc54855687
Norbert Dinu,norbertdinu,norbertdinu@gmail.com,3600104393951,1967-03-27,"Bulevardul Dumitrescu Nr. 402 Bl. 65  Sc. 59 Ap. 881, Schela Cladovei, 578992",0736 024 584,0a:fd:2a:d9:e7:ee,62.42.83.244,RO33PIGO9054991420883022,2025-04-08 17:27:35,29720,29,63,1370898,4da6d46d-aa8b-43ce-a676-126ef986358d
Melania Diaconescu,melaniadiaconescu,melaniadiaconescu@141.ro,8460302250204,1916-01-11,"Soseaua Nistor, Arbore, 457067",0732 648 298,68:f8:a7:fc:0b:33,113.19.202.255,RO97ITNZ2612181148899943,2025-04-08 17:27:35,20552,920,405,304558,9f9c3299-8131-4479-8668-347dcf413d3c
Cornelia Barbu,corneliabarbu,corneliabarbu@email.ro,8190914125125,1960-09-06,"Bulevardul Catrina Suciu, Baciu, 141119",0758 929 127,b4:27:d6:86:12:1d,72.189.183.137,RO20BGJY5931471726946292,2025-04-08 17:27:35,8079,228,637,1005570,e7bfe0aa-958a-4303-b59f-fdfb4c6c0fd7
Florentina Ioniță,florentinaioniță,florentinaioniță@post.ro,2090815048511,2020-02-27,"Aleea Popescu Nr. 94 Bl. 70  Sc. 50 Ap. 674, Strejnicu, 787182",0723 012 869,fc:45:23:95:51:b8,40.108.202.25,RO26ZGMP0018581886250855,2025-04-08 17:27:35,29531,468,755,1687488,7519cb4e-bdd1-48cc-9d5b-e7bd93c4c475
Sandu Suciu,sandusuciu,sandusuciu@acasa.ro,8290704163925,1945-04-22,"Intrarea Niță Nr. 23, Targu Neamt, 419799",0751 014 291,f6:87:06:8b:e1:72,193.108.163.198,RO26YOWI1787048096306960,2025-04-08 17:27:35,19525,41,761,11291,261f96bb-e67e-412e-b85f-dd8dff6f88e2
Todor Oprea,todoroprea,todoroprea@acasa.ro,6980621191220,1939-06-29,"Strada Stoica Nr. 72, Petrila, 878397",0264 026 410,62:b3:af:df:e3:31,1.133.169.153,RO84TECP0377675402754594,2025-04-08 17:27:35,17724,374,417,44999,fe51c548-3bd3-4fcb-b0fc-f766e9b7e6fe
Nechifor Georgescu,nechiforgeorgescu,nechiforgeorgescu@gmail.com,6991231044460,1933-08-11,"Intrarea Ioniță Nr. 93 Bl. 24  Sc. 83 Ap. 238, Medias, 302880",0737 210 147,ce:f9:cb:23:bb:dd,10.103.165.209,RO50ILUH3078145212987769,2025-04-08 17:27:35,1235,625,535,119058,3f9873f4-122f-4140-a7d6-ee2d140de4fb
Cecilia Tomescu,ceciliatomescu,ceciliatomescu@email.ro,7051229468186,1935-12-31,"Aleea Albu, Lunca Cetatuii, 993299",0234 851 838,7a:d1:e1:6e:a8:9c,115.182.10.113,RO92KVNK9019326968662860,2025-04-08 17:27:35,7356,398,666,1030221,8077619e-11a6-469b-b8b6-667b479bf58a
Liana Cristea,lianacristea,lianacristea@gmail.com,2610630354890,1961-07-15,"Drumul Manole Nr. 681, Vicovu de Sus, 875735",0266 259 812,28:6e:61:9b:e9:b1,57.250.111.163,RO71IKMY6006924749527361,2025-04-08 17:27:35,26809,705,168,857264,bb6e5fd2-974b-40ce-826c-722fd802b05d
Alexe Cristea,alexecristea,alexecristea@kappa.ro,4180521272486,2004-02-26,"Bulevardul Albu Nr. 789 Bl. 86  Sc. 70 Ap. 195, Sovata, 585875",0731 404 965,10:bd:a6:1e:b5:16,216.68.177.175,RO62YOEH2285992252226301,2025-04-08 17:27:35,12204,191,585,296551,d0aecb10-92fc-4a97-a40e-ca7a9113e0e0
Grațian Oprea,grațianoprea,grațianoprea@acasa.ro,4860120275116,1979-05-05,"Soseaua Florea Nr. 509 Bl. 29  Sc. 83 Ap. 537, Vatra Dornei, 137073",0252 964 548,34:db:52:b6:39:f7,10.108.153.111,RO06JSAN4218393897037647,2025-04-08 17:27:35,32479,379,630,406022,30f9dd30-3bfd-48ce-a5e3-1bbf09f5928c
Anemona Ababei,anemonaababei,anemonaababei@kappa.ro,2821104279732,1984-11-22,"Drumul Toma, Baia Mare, 120540",0721 195 310,4c:5a:5b:7b:60:a5,182.205.118.143,RO04UKBK5611077546249105,2025-04-08 17:27:35,21860,833,733,240730,b4221260-c0a1-4c3b-a648-bb186838b9f4
Janeta Toma,janetatoma,janetatoma@acasa.ro,8540405095272,1917-06-02,"Intrarea Dumitrescu Nr. 145 Bl. 54  Sc. 88 Ap. 688, Iernut, 709176",0751 724 378,16:db:d6:e2:b9:c0,99.41.218.98,RO07DQWD4133949552995331,2025-04-08 17:27:35,27695,32,673,1915056,98a422f5-7e09-468a-aa7b-d4ae59f27bf6
Atena Popa,atenapopa,atenapopa@zzup.ro,7890709185907,1977-08-24,"Bulevardul Nistor Nr. 866 Bl. 77  Sc. 60 Ap. 877, Constanta, 479042",0757 466 549,30:44:38:d2:cd:28,72.168.187.182,RO36WLLH4714643031459582,2025-04-08 17:27:35,26651,386,282,1796068,d6a8a4b6-dd19-4a95-88a5-d1621101afa4
Casandra Diaconu,casandradiaconu,casandradiaconu@email.ro,2511122327331,1955-08-17,"Intrarea Tomescu Nr. 26, Oituz, 396226",0729 965 482,ac:f3:eb:56:55:f7,75.255.73.55,RO93BAYT4770546829248270,2025-04-08 17:27:35,24989,165,106,1134828,eec1776e-5b0d-42b9-b082-f5fabd27db39
Lidia Ioniță,lidiaioniță,lidiaioniță@email.ro,7611114195587,1970-07-27,"Soseaua Augustina Ionescu, Victoria, 664956",0262 116 102,7c:fe:b8:b7:2f:0c,147.245.63.166,RO67QOKN6999892252010471,2025-04-08 17:27:35,29382,157,515,1806203,df912622-80d8-4257-884c-49d3104152bc
Fiona Aanei,fionaaanei,fionaaanei@post.ro,4441222151150,1935-04-20,"Strada Stancu, Remetea, 894649",0258 020 457,b2:2c:eb:19:f7:4d,93.147.81.221,RO78FEGH8864339234311300,2025-04-08 17:27:35,10519,325,652,1830506,79d11204-ef5b-40ad-8b1d-db86373f31ff
Casiana Ene,casianaene,casianaene@gmail.com,6781004191822,2008-11-19,"Drumul Daniel Niță, Oltenita, 264300",0268 511 793,f2:6b:f9:ba:72:f4,139.221.117.120,RO46BWQB4600664383113772,2025-04-08 17:27:35,30742,925,432,418030,90d36039-5fff-44d0-976e-56142303aae4
Ioan Ene,ioanene,ioanene@gmail.com,8551207142600,1942-06-07,"Drumul Diaconescu Nr. 234, Urlati, 456873",0725 083 660,bc:ae:17:53:64:b5,1.112.195.218,RO51TIEH0939963882631903,2025-04-08 17:27:35,9567,932,360,1463928,2c7a3bc5-cda6-4390-85db-31c7b50fcbe4
Teea Georgescu,teeageorgescu,teeageorgescu@post.ro,2530629111589,1948-05-07,"Bulevardul Mocanu Nr. 180 Bl. 68  Sc. 57 Ap. 479, Petrosani, 384374",0730 575 348,c4:6d:96:13:93:50,194.48.138.180,RO75QWJK1503506470851358,2025-04-08 17:27:35,10258,454,441,353770,67ad8ab8-738d-463d-ba08-69f8211b6137
Lavinia Popa,laviniapopa,laviniapopa@gmail.com,6410708442468,1915-11-24,"Soseaua Stancu, Lupeni, 438121",0237 957 596,0a:a7:c4:34:30:8d,132.50.118.155,RO68LHBD0843956187822058,2025-04-08 17:27:35,10027,715,614,45239,d0ee6c3b-c0e0-45bc-a4ca-227cfc93506f
Rareș Tabacu,rareștabacu,rareștabacu@email.ro,8841027288634,2020-02-07,"Aleea Pop, Rucar, 432569",021 007 9789,4c:3d:4c:70:5f:0c,191.113.135.233,RO18YCCG1960227692463744,2025-04-08 17:27:35,31868,798,330,1799089,e0219ef9-64bc-4bfb-b614-e745f490df24
Axinte Suciu,axintesuciu,axintesuciu@141.ro,2931206130981,1960-02-28,"Soseaua Mazilescu Nr. 65 Bl. 78  Sc. 88 Ap. 602, Vaslui, 477969",0242 554 565,ec:2a:d2:6a:38:f1,147.3.54.220,RO54RSAK3742691117300029,2025-04-08 17:27:35,16532,747,162,1805399,de462b8d-00b0-4a03-b579-5224d41b4b10
Carol Ene,carolene,carolene@zzup.ro,6050316516292,2012-07-22,"Strada Gheorghiu Nr. 93 Bl. 95  Sc. 42 Ap. 966, Pitesti, 266648",0760 356 065,c2:c4:c9:48:2e:ce,6.81.109.19,RO47MDKL8361614301959620,2025-04-08 17:27:35,10645,517,625,1686438,8710d20f-f296-4ec6-89e4-3b9103dd392c
Decebal Pop,decebalpop,decebalpop@email.ro,1740607265598,2005-07-14,"Intrarea Ioanina Nistor Nr. 39, Tuzla, 295508",0241 308 570,e4:6c:12:92:fc:21,69.24.232.32,RO81INLN0736686702388732,2025-04-08 17:27:35,15403,254,698,1282985,12afd77c-02a1-45c8-9f96-f97312a1c167
Betina Ardelean,betinaardelean,betinaardelean@email.ro,3190326409551,1917-09-28,"Soseaua Matei Nistor Nr. 13, Pantelimon, 784356",0770 747 421,42:0d:11:84:24:5d,130.57.143.253,RO66JSCT6318627546069599,2025-04-08 17:27:35,17724,793,633,1814603,7e1c986c-ef4d-46ea-95b8-80dc54e9d002
Frederic Pop,fredericpop,fredericpop@kappa.ro,2180721226288,1986-07-27,"Soseaua Cristea Nr. 97 Bl. 27  Sc. 42 Ap. 972, Campia Turzii, 273293",0728 210 871,b4:f4:0d:f3:82:ce,189.189.124.174,RO24TNOD7830991705547321,2025-04-08 17:27:35,11743,634,85,1697759,a07d354a-70f1-454f-a27f-043e22a00acb
Mirabela Dochioiu,mirabeladochioiu,mirabeladochioiu@email.ro,2100116234303,1936-06-23,"Aleea Pușcașu, Sighisoara, 861664",0244 635 993,16:c9:d7:22:57:67,20.25.61.85,RO19ZLLW4897692074854306,2025-04-08 17:27:35,10013,708,722,1396462,756fb9a8-cc02-4044-b884-088e3748953e
Nicușor Stănescu,nicușorstănescu,nicușorstănescu@email.ro,7170512077077,1977-12-20,"Bulevardul Gheorghiu, Cumpana, 159468",0234 602 999,f2:32:c7:e0:aa:3d,109.101.181.132,RO85JVWZ6221117593541767,2025-04-08 17:27:35,28460,745,31,1790180,27af8895-1756-43a2-94db-a0d74230affb
Nichifor Marin,nichiformarin,nichiformarin@post.ro,3711102326067,1941-04-02,"Soseaua Georgescu, Dej, 120294",0242 721 786,84:c6:fd:9d:8f:69,199.152.215.154,RO90HGVO4817370584010630,2025-04-08 17:27:35,27764,846,79,1313162,1fe5e283-cc43-46c2-a669-47e0a3951839
Teohari Aanei,teohariaanei,teohariaanei@141.ro,1970305104580,1938-10-23,"Drumul Albu, Pecica, 605428",0256 085 133,3c:29:2c:43:12:64,145.49.53.25,RO87DJAI8284217155122409,2025-04-08 17:27:35,18821,871,753,755509,ea2b821d-a03a-4c0c-a900-3455f230777f
Dana Dinu,danadinu,danadinu@zzup.ro,5911128169314,1949-05-24,"Bulevardul Mocanu Nr. 499, Bailesti, 963133",0771 532 581,5a:59:61:db:8a:83,109.172.250.67,RO55DGME2405829162794298,2025-04-08 17:27:35,31778,488,336,1957371,077e3fe5-1e29-4ad0-ad82-4b4e684159af
Alin Mazilescu,alinmazilescu,alinmazilescu@kappa.ro,1301218241656,2023-07-10,"Intrarea Manole, Sabaoani, 854973",0743 256 068,2a:1a:de:35:f2:de,208.253.127.40,RO93QNQI5489682178747882,2025-04-08 17:27:35,14460,486,336,1555463,ab8307f2-b0cb-4a1a-8c39-69da540d1ff4
Eliza Dima,elizadima,elizadima@gmail.com,8931212058330,1914-08-31,"Aleea Francisc Toma Nr. 39, Santana, 564072",0239 625 037,ba:3d:4e:41:80:be,35.76.82.229,RO03DZVM9541471563788235,2025-04-08 17:27:35,22446,898,424,1246459,94f62b0e-8d56-49e9-8f18-a8fe089a8ebb
Alina Voinea,alinavoinea,alinavoinea@post.ro,8681108419955,1941-09-03,"Intrarea Tomescu, Medgidia, 698043",0728 356 450,80:0a:19:3c:92:45,200.151.44.178,RO85RFKC9964969390960727,2025-04-08 17:27:35,9907,223,521,1343112,c7eef134-7ccf-44ea-ab16-8803f7d17817
Ileana Gheorghiu,ileanagheorghiu,ileanagheorghiu@141.ro,7910916059145,1948-05-28,"Intrarea Diaconu Nr. 919 Bl. 66  Sc. 38 Ap. 375, Babadag, 672310",0256 814 068,9c:ed:86:b3:dd:a8,93.66.40.49,RO96OQRP2407342520314481,2025-04-08 17:27:35,8964,822,31,636283,defcd941-b95f-451d-899f-c99079ae0a4c
Anamaria Stan,anamariastan,anamariastan@kappa.ro,2670423115768,2001-01-14,"Bulevardul Marin Nr. 49 Bl. 45  Sc. 60 Ap. 835, Targu Neamt, 714874",0232 041 730,08:68:86:20:06:a1,179.29.35.27,RO34QLSU1308840182222492,2025-04-08 17:27:35,19668,884,783,453341,24fbdf18-4f2c-4a9d-a6f0-d1c59d96ac81
Călin Manole,călinmanole,călinmanole@141.ro,7070926233349,1972-08-14,"Soseaua Mazilescu, Stei, 535291",0240 833 625,7c:7f:fe:26:10:e5,154.213.11.102,RO65DXDF2345372902331133,2025-04-08 17:27:35,2296,691,122,470855,7a8f4c62-3885-4f49-9b3f-3a1da1ae53d9
Barbu Albu,barbualbu,barbualbu@post.ro,3220321521383,1923-08-26,"Soseaua Manole Nr. 123, Prejmer, 399659",0259 308 921,18:f4:c7:27:f8:8e,27.4.219.215,RO43YMDU3570554307491158,2025-04-08 17:27:35,22153,409,223,1332235,1d6300b9-2470-47fa-a6d3-e514f7946f88
Lică Dima,licădima,licădima@gmail.com,4630803262768,2006-09-04,"Soseaua Ilarion Pop, Boldesti-Scaeni, 857931",0753 034 566,f6:59:87:7c:c2:8e,5.226.241.30,RO73QIMD6513656704258149,2025-04-08 17:27:35,5419,667,299,83417,650ba0df-2105-4223-a717-018367a53677
Doriana Stănescu,dorianastănescu,dorianastănescu@post.ro,5521010296966,1973-10-06,"Bulevardul Popa Nr. 598, Rosu, 130704",0248 776 525,f0:ea:e4:57:33:dc,87.11.34.99,RO62MBJS2944671639296564,2025-04-08 17:27:35,4444,660,227,715854,fac6f063-5fe6-48a3-a447-f36c544d521e
Iuliu Pușcașu,iuliupușcașu,iuliupușcașu@kappa.ro,2450127399608,2017-02-23,"Soseaua Ionescu Nr. 288, Mizil, 609788",0266 949 269,6c:28:4f:38:67:94,12.219.204.85,RO74RNFX2966075944184781,2025-04-08 17:27:35,29686,115,543,1316456,502d4c4f-b523-4425-884c-ff6845cb7bb5
Vera Georgescu,verageorgescu,verageorgescu@acasa.ro,3210420339426,1925-01-15,"Bulevardul Ionescu Nr. 864 Bl. 57  Sc. 94 Ap. 302, Cristuru Secuiesc, 760418",0233 457 598,66:4d:7f:75:1a:95,216.113.244.66,RO63HKGS4345100147034665,2025-04-08 17:27:35,34251,175,175,1214766,19df420a-4d9b-43e0-a2bb-e34a2be4712a
Aureliana Nistor,aureliananistor,aureliananistor@post.ro,5290715296938,1929-07-06,"Drumul Aneta Marin Nr. 34, Darabani, 609135",0232 231 726,6a:41:ad:8a:e0:23,111.236.43.149,RO36UXOU4417914856768128,2025-04-08 17:27:35,34412,796,28,1339147,d97f4eb3-8f3f-4543-9e96-1ef3a1717e4f
Geanina Stan,geaninastan,geaninastan@post.ro,1170528203028,1977-06-03,"Bulevardul Suciu Nr. 50, Fagetel (Remetea), 154248",0240 963 978,ec:8a:06:e6:0b:64,100.40.41.124,RO18BUKA4428880379690234,2025-04-08 17:27:35,18113,77,423,1017655,94821618-8667-46e5-aa29-b6078f732667
